2020-08-20 13:40:06,806:'a'
2020-08-20 13:40:07,142:'f'
2020-08-20 13:40:07,502:'e'
2020-08-20 13:40:08,111:Key.enter
2020-08-20 13:40:11,070:Key.ctrl
2020-08-20 13:40:11,638:'c'
2020-08-20 13:42:32,907:'h'
2020-08-20 13:42:33,059:'a'
2020-08-20 13:42:33,227:'h'
2020-08-20 13:42:33,611:'h'
2020-08-20 13:42:33,699:'a'
2020-08-20 13:42:33,883:'h'
2020-08-20 13:42:34,011:'a'
2020-08-20 13:42:34,091:'h'
2020-08-20 13:42:34,339:'a'
2020-08-20 13:42:34,531:'h'
2020-08-20 13:42:35,171:Key.space
2020-08-20 13:42:36,755:'n'
2020-08-20 13:42:37,131:'o'
2020-08-20 13:42:37,387:'w'
2020-08-20 13:42:37,570:Key.space
2020-08-20 13:42:38,011:'y'
2020-08-20 13:42:38,819:'o'
2020-08-20 13:42:40,835:Key.ctrl
2020-08-20 13:42:41,107:'c'
2020-08-20 13:42:54,779:Key.shift_r
2020-08-20 13:42:54,930:'T'
2020-08-20 13:42:55,186:'h'
2020-08-20 13:42:55,458:'i'
2020-08-20 13:42:55,690:'s'
2020-08-20 13:42:55,858:Key.space
2020-08-20 13:42:56,114:'i'
2020-08-20 13:42:56,306:'s'
2020-08-20 13:42:56,530:Key.space
2020-08-20 13:42:57,418:'a'
2020-08-20 13:42:58,186:Key.space
2020-08-20 13:42:59,170:'k'
2020-08-20 13:42:59,954:'e'
2020-08-20 13:43:00,442:'y'
2020-08-20 13:43:00,602:'l'
2020-08-20 13:43:00,874:'o'
2020-08-20 13:43:01,330:'g'
2020-08-20 13:43:01,522:'g'
2020-08-20 13:43:01,650:'e'
2020-08-20 13:43:02,186:'r'
2020-08-20 13:43:03,426:Key.shift_r
2020-08-20 13:43:03,834:'!'
2020-08-20 13:43:04,050:'!'
2020-08-20 13:43:04,242:'!'
2020-08-20 13:43:04,754:Key.enter
2020-08-20 13:43:05,338:Key.shift_r
2020-08-20 13:43:05,994:'n'
2020-08-20 13:43:07,402:Key.backspace
2020-08-20 13:43:07,882:Key.shift_r
2020-08-20 13:43:08,154:'N'
2020-08-20 13:43:08,586:'o'
2020-08-20 13:43:08,842:'t'
2020-08-20 13:43:08,994:'h'
2020-08-20 13:43:09,218:'i'
2020-08-20 13:43:09,570:'n'
2020-08-20 13:43:10,034:'g'
2020-08-20 13:43:10,154:Key.space
2020-08-20 13:43:10,402:'i'
2020-08-20 13:43:10,586:'s'
2020-08-20 13:43:10,762:Key.space
2020-08-20 13:43:10,946:'s'
2020-08-20 13:43:11,154:'a'
2020-08-20 13:43:11,546:'f'
2020-08-20 13:43:11,794:'e'
2020-08-20 13:43:11,986:Key.space
2020-08-20 13:43:12,338:'h'
2020-08-20 13:43:12,554:'e'
2020-08-20 13:43:13,050:'r'
2020-08-20 13:43:13,338:'e'
2020-08-20 13:43:14,978:Key.enter
2020-08-20 13:43:18,434:Key.ctrl
2020-08-20 13:43:18,810:'c'
